trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
157,False,"{'a': 0.01, 'e': 0.20849246173476124}",30,6,8.144592775865437,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 0}",1
158,False,"{'a': 0.01, 'e': 0.2064075371174136}",25,13,12.359183233443277,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
159,False,"{'a': 0.01, 'e': 0.2043434617462395}",25,4,-90.07607415786887,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 3}",1
160,False,"{'a': 0.01, 'e': 0.2023000271287771}",20,9,-24.29924748096988,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
161,False,"{'a': 0.01, 'e': 0.2002770268574893}",25,17,13.462682543656609,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.01, 'e': 0.19827425658891443}",25,1,32.534964961134094,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.01, 'e': 0.19629151402302528}",20,6,22.009517823587412,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.01, 'e': 0.19432859888279502}",30,15,12.736805552179009,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.01, 'e': 0.19238531289396707}",20,5,15.86630844905578,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
166,False,"{'a': 0.01, 'e': 0.1904614597650274}",30,18,8.484370363403881,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
167,False,"{'a': 0.01, 'e': 0.1885568451673771}",35,8,14.963775449858375,"{0: 25, 1: 0, 2: 2, 3: 0, 4: 0}",1
168,False,"{'a': 0.01, 'e': 0.18667127671570335}",20,16,8.177654073424412,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.01, 'e': 0.1848045639485463}",20,10,7.218229004177502,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
170,False,"{'a': 0.01, 'e': 0.18295651830906084}",20,0,-12.499293651441134,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
171,False,"{'a': 0.01, 'e': 0.18112695312597024}",25,10,19.70414096346256,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.01, 'e': 0.17931568359471053}",25,14,18.92891485271297,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.01, 'e': 0.17752252675876343}",20,0,-38.404601260025146,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
174,False,"{'a': 0.01, 'e': 0.1757473014911758}",30,6,20.53152319184406,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 0}",1
175,False,"{'a': 0.01, 'e': 0.173989828476264}",20,4,24.90553780386689,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.01, 'e': 0.1722499301915014}",30,16,21.014163661314598,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.01, 'e': 0.17052743088958636}",25,11,26.121238264304246,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.01, 'e': 0.1688221565806905}",20,6,19.564666468617766,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.01, 'e': 0.1671339350148836}",20,16,9.102680340560081,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.01, 'e': 0.16546259566473476}",25,5,28.54809740549623,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
181,False,"{'a': 0.01, 'e': 0.16380796970808742}",25,15,-22.79002057532641,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
182,False,"{'a': 0.01, 'e': 0.16216989001100654}",30,11,5.81674842822115,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 0}",1
183,False,"{'a': 0.01, 'e': 0.16054819111089647}",35,5,35.64874479301253,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",1
184,False,"{'a': 0.01, 'e': 0.1589427091997875}",20,4,18.32217075641093,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
185,False,"{'a': 0.01, 'e': 0.15735328210778962}",20,0,6.037360739857674,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
186,False,"{'a': 0.01, 'e': 0.15577974928671173}",25,20,8.252323414211396,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.01, 'e': 0.1542219517938446}",30,10,41.51299516044481,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.01, 'e': 0.15267973227590617}",25,10,6.381606248845945,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
189,False,"{'a': 0.01, 'e': 0.1511529349531471}",25,11,8.16721246502918,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
190,False,"{'a': 0.01, 'e': 0.14964140560361563}",25,16,17.651015188465564,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.01, 'e': 0.14814499154757946}",25,13,20.548197435662054,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.01, 'e': 0.14666354163210368}",20,12,15.678956253200957,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.01, 'e': 0.14519690621578263}",20,14,10.448653524403857,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.01, 'e': 0.1437449371536248}",25,16,-1.6976351438873638,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
195,False,"{'a': 0.01, 'e': 0.14230748778208857}",25,6,13.665482940689593,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
196,False,"{'a': 0.01, 'e': 0.14088441290426768}",20,0,29.038780818595782,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
197,False,"{'a': 0.01, 'e': 0.139475568775225}",25,19,10.272641605215792,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.01, 'e': 0.13808081308747275}",20,4,29.527324832215925,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.01, 'e': 0.136700004956598}",20,14,9.64105519091038,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.01, 'e': 0.13533300490703204}",30,18,22.304615720971395,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.01, 'e': 0.13397967485796172}",20,9,18.12178989133522,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.01, 'e': 0.1326398781093821}",25,11,26.010405720748444,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.01, 'e': 0.13131347932828827}",25,15,20.49954486400513,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.01, 'e': 0.1300003445350054}",25,6,32.15184756469823,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.01, 'e': 0.12870034108965533}",20,10,4.057421817679273,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
206,False,"{'a': 0.01, 'e': 0.1274133376787588}",30,13,5.0557972259234765,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
207,False,"{'a': 0.01, 'e': 0.12613920430197118}",25,7,18.542931872198405,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
208,False,"{'a': 0.01, 'e': 0.12487781225895148}",20,14,8.927320632176587,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.01, 'e': 0.12362903413636196}",25,0,-62.60940678955607,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
210,False,"{'a': 0.01, 'e': 0.12239274379499834}",30,11,23.809692804892876,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.01, 'e': 0.12116881635704835}",30,21,16.046987446667167,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.01, 'e': 0.11995712819347787}",20,1,28.113627102408167,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.01, 'e': 0.11875755691154309}",20,8,10.993208012092722,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
214,False,"{'a': 0.01, 'e': 0.11756998134242766}",25,16,15.386116677790326,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.01, 'e': 0.11639428152900338}",30,4,42.90118668894032,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.01, 'e': 0.11523033871371334}",30,7,33.278129545045225,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.01, 'e': 0.1140780353265762}",35,18,-26.94623182196774,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
218,False,"{'a': 0.01, 'e': 0.11293725497331045}",25,7,2.4858162684275715,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 0}",1
219,False,"{'a': 0.01, 'e': 0.11180788242357734}",25,12,24.84492391453187,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.01, 'e': 0.11068980359934157}",25,7,18.364622589079683,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
221,False,"{'a': 0.01, 'e': 0.10958290556334815}",20,7,10.271168014905763,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
222,False,"{'a': 0.01, 'e': 0.10848707650771466}",20,2,-13.247718875745155,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
223,False,"{'a': 0.01, 'e': 0.10740220574263752}",25,8,-21.97156682403585,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
224,False,"{'a': 0.01, 'e': 0.10632818368521114}",20,8,18.464223031176687,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.01, 'e': 0.10526490184835903}",20,6,10.269038457446221,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
226,False,"{'a': 0.01, 'e': 0.10421225282987544}",35,9,40.42223597319783,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.01, 'e': 0.10317013030157669}",30,16,18.469184146816087,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.01, 'e': 0.10213842899856092}",20,0,19.09268060132066,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
229,False,"{'a': 0.01, 'e': 0.10111704470857531}",25,9,28.236503683448447,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.01, 'e': 0.10010587426148955}",25,5,30.92835709587175,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.01, 'e': 0.09910481551887466}",30,16,20.530391309360354,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.01, 'e': 0.0981137673636859}",35,25,9.53674767142493,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.01, 'e': 0.09713262969004904}",20,10,18.943973206293638,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.01, 'e': 0.09616130339314856}",25,13,21.62630303055982,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.01, 'e': 0.09519969035921708}",20,9,21.602946128213773,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.01, 'e': 0.0942476934556249}",25,12,4.623110369348253,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
237,False,"{'a': 0.01, 'e': 0.09330521652106866}",30,8,32.21076524304483,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.01, 'e': 0.09237216435585796}",25,0,26.541448797681692,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
239,False,"{'a': 0.01, 'e': 0.09144844271229938}",20,0,29.95205732583724,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
240,False,"{'a': 0.01, 'e': 0.0905339582851764}",20,10,22.069665760973407,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.01, 'e': 0.08962861870232462}",30,16,2.051285197968582,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
242,False,"{'a': 0.01, 'e': 0.08873233251530138}",25,8,0.5587749894794005,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
243,False,"{'a': 0.01, 'e': 0.08784500919014836}",20,0,38.73249384362302,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
244,False,"{'a': 0.01, 'e': 0.08696655909824688}",20,0,26.68132171047044,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
245,False,"{'a': 0.01, 'e': 0.0860968935072644}",20,7,9.088656086838395,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
246,False,"{'a': 0.01, 'e': 0.08523592457219176}",20,13,12.99740283090327,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.01, 'e': 0.08438356532646984}",25,14,22.062345060363,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.01, 'e': 0.08353972967320515}",30,21,16.57054391868302,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.01, 'e': 0.0827043323764731}",25,8,31.38697550879762,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.01, 'e': 0.08187728905270836}",20,9,19.538961957652404,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.01, 'e': 0.08105851616218128}",20,11,17.077549948296024,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.01, 'e': 0.08024793100055946}",20,16,9.426672026222615,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.01, 'e': 0.07944545169055386}",25,13,21.583934904426496,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.01, 'e': 0.07865099717364833}",30,0,47.51863657397389,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
255,False,"{'a': 0.01, 'e': 0.07786448720191184}",25,16,17.95321787549264,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.01, 'e': 0.07708584232989273}",20,11,17.342375547812264,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.01, 'e': 0.0763149839065938}",30,3,39.593753933477494,"{0: 26, 1: 1, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.01, 'e': 0.07555183406752786}",30,13,29.432197393993103,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.01, 'e': 0.07479631572685258}",20,14,13.457199896296135,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.01, 'e': 0.07404835256958406}",20,12,1.920151941736373,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
261,False,"{'a': 0.01, 'e': 0.07330786904388821}",25,20,8.75462348268046,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.01, 'e': 0.07257479035344933}",25,20,11.72681283054343,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.01, 'e': 0.07184904244991483}",30,20,17.489747775079838,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.01, 'e': 0.07113055202541568}",25,9,31.453100066838225,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.01, 'e': 0.07041924650516153}",20,8,17.65885917408427,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.01, 'e': 0.06971505404010991}",25,7,34.001235611996414,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.01, 'e': 0.06901790349970881}",25,17,12.347926670643208,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.01, 'e': 0.06832772446471172}",30,10,-17.529963746417025,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
269,False,"{'a': 0.01, 'e': 0.0676444472200646}",20,15,10.113797138050863,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.01, 'e': 0.06696800274786396}",30,13,27.78558611857065,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.01, 'e': 0.06629832272038531}",20,15,7.848219463744812,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.01, 'e': 0.06563533949318147}",20,11,19.194850426065237,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.01, 'e': 0.06497898609824965}",20,9,17.822291003453202,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.01, 'e': 0.06432919623726716}",30,14,10.669988180178303,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
275,False,"{'a': 0.01, 'e': 0.06368590427489448}",35,17,32.610188366628435,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.01, 'e': 0.06304904523214554}",20,0,27.502873266093232,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
277,False,"{'a': 0.01, 'e': 0.06241855477982408}",25,15,17.15460678236194,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.01, 'e': 0.06179436923202584}",20,14,12.245468271085661,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.01, 'e': 0.06117642553970558}",20,10,17.723777123059413,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.01, 'e': 0.06056466128430853}",20,0,35.440489432730395,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
281,False,"{'a': 0.01, 'e': 0.05995901467146544}",25,11,23.8158076347659,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.01, 'e': 0.059359424524750785}",25,19,8.676958183307658,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.01, 'e': 0.05876583027950327}",25,0,42.08394222449692,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
284,False,"{'a': 0.01, 'e': 0.05817817197670824}",20,2,27.720580226239615,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.01, 'e': 0.05759639025694116}",25,1,40.280358626589276,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.01, 'e': 0.057020426354371746}",35,19,27.148144888356228,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.01, 'e': 0.05645022209082803}",35,11,38.61212601524494,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.01, 'e': 0.05588571986991975}",35,24,18.48338364528528,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.01, 'e': 0.05532686267122055}",25,18,14.53019015681113,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.01, 'e': 0.05477359404450834}",30,13,33.89405067607392,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.01, 'e': 0.05422585810406326}",30,10,29.438988981284012,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.01, 'e': 0.05368359952302263}",25,1,21.513825429639834,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
293,False,"{'a': 0.01, 'e': 0.0531467635277924}",25,15,19.062692349913533,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.01, 'e': 0.05261529589251448}",25,11,27.812879395799918,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.01, 'e': 0.05208914293358933}",20,1,22.315735397422724,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
296,False,"{'a': 0.01, 'e': 0.05156825150425344}",20,13,12.969395594617763,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.01, 'e': 0.0510525689892109}",20,5,7.381246084215562,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
298,False,"{'a': 0.01, 'e': 0.050542043299318794}",20,12,16.009154582740923,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.01, 'e': 0.050036622866325604}",20,7,18.709691532528765,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.01, 'e': 0.04953625663766235}",30,16,9.445762452220658,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
301,False,"{'a': 0.01, 'e': 0.04904089407128572}",20,10,16.356294478607865,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.01, 'e': 0.04855048513057287}",20,7,23.727602799146958,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.01, 'e': 0.04806498027926714}",35,25,16.8065258966989,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.01, 'e': 0.047584330476474465}",20,0,25.17211021873383,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
305,False,"{'a': 0.01, 'e': 0.04710848717170972}",35,26,13.856396194811456,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.01, 'e': 0.04663740229999262}",20,13,14.396042822825052,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.01, 'e': 0.046171028276992696}",20,16,5.969393616384277,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.01, 'e': 0.045709317994222766}",20,0,-16.2391218853609,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
309,False,"{'a': 0.01, 'e': 0.04525222481428054}",25,7,32.263225469948004,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.01, 'e': 0.04479970256613774}",25,0,37.8729675656144,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
311,False,"{'a': 0.01, 'e': 0.044351705540476356}",20,11,4.448994293432405,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
